609626,247816,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
609627,247816,卸货,陕西,西安,雁塔区,109.01341647,34.24416326,1,0
609638,247822,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
609639,247822,卸货,陕西,西安,灞桥区,109.10875495,34.30391515,1,0
609642,247824,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
609643,247824,卸货,陕西,西安,灞桥区,109.10875495,34.30391515,1,0
609780,247884,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
609781,247884,卸货,宁夏,银川,,106.18094439,38.49799750,1,0
610097,248004,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
610098,248004,卸货,陕西,西安,未央区,108.97209877,34.34793801,1,0
610099,248005,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
610100,248005,卸货,陕西,西安,未央区,108.97209877,34.34793801,1,0
611669,248610,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
611670,248610,卸货,陕西,西安,雁塔区,108.98504744,34.21126458,1,0
611671,248611,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
611672,248611,卸货,陕西,西安,莲湖区,108.92190843,34.29693441,1,0
611673,248612,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
611674,248612,卸货,陕西,西安,莲湖区,108.92190843,34.29693441,1,0
622212,252821,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
622213,252821,卸货,陕西,咸阳,,108.90653711,34.23672247,1,0
624969,253678,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
624970,253678,卸货,重庆,重庆,渝北区,106.56094355,29.74059834,0,0
624971,253678,卸货,重庆,重庆,南岸区,106.63212599,29.50009841,1,1
626273,254110,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
626274,254110,卸货,重庆,重庆,渝北区,106.52849727,29.64678967,0,0
626275,254110,卸货,重庆,重庆,渝北区,106.56094355,29.74059834,1,1
626276,254111,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
626277,254111,卸货,重庆,重庆,渝北区,106.50828723,29.64436139,0,0
626278,254111,卸货,重庆,重庆,渝北区,106.56094355,29.74059834,1,1
626763,254285,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
626764,254285,卸货,陕西,汉中,汉台区,107.04819207,33.09662390,1,0
626784,254294,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
626785,254294,卸货,重庆,重庆,渝北区,106.52849727,29.64678967,1,0
626870,254315,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
626871,254315,卸货,重庆,重庆,渝北区,106.50828723,29.64436139,1,0
626872,254316,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
626873,254316,卸货,重庆,重庆,南岸区,106.63212599,29.50009841,1,0
627256,254479,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
627257,254479,卸货,陕西,西安,未央区,109.00360287,34.32146035,1,0
627289,254495,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
627290,254495,卸货,陕西,西安,未央区,109.00360287,34.32146035,1,0
627385,254528,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
627386,254528,卸货,陕西,西安,雁塔区,108.90015762,34.17674617,1,0
627395,254533,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
627396,254533,卸货,陕西,西安,雁塔区,108.90015762,34.17674617,1,0
627504,254584,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
627505,254584,卸货,陕西,汉中,汉台区,107.04819207,33.09662390,1,0
627724,254680,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
627725,254680,卸货,陕西,西安,未央区,108.83105495,34.27004517,1,0
627853,254737,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
627854,254737,卸货,陕西,西安,雁塔区,108.91086839,34.24146710,1,0
628133,254836,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
628134,254836,卸货,陕西,汉中,汉台区,107.04819207,33.09662390,1,0
628637,255021,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
628638,255021,卸货,陕西,西安,雁塔区,108.91843186,34.19053273,1,0
628639,255022,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
628640,255022,卸货,陕西,西安,雁塔区,108.91843186,34.19053273,1,0
628645,255025,提货,陕西,咸阳,礼泉县,108.48256879,34.59785379,1,0
628646,255025,卸货,陕西,西安,,108.94975291,34.33606346,1,0
