河北,安徽,"[1480.0, 1200.0, 1283.0, 0, 290.0, 0, 110.0, 0, 100.0, 0, 0, 0, 0, 0, 0, 60.0, 0, 0, 0]","[360.0, 273.0, 417.0, 0, 78.3, 0, 35.0, 0, 30.0, 0, 0, 0, 0, 0, 0, 20.0, 0, 0, 0]"
河北,山东,"[40.0, 360.0, 60.0, 120.0, 100.0, 460.0, 100.0, 100.0, 100.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[19.0, 88.0, 10.0, 40.0, 30.0, 140.0, 30.0, 30.0, 30.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,浙江,"[50.0, 0, 0, 0, 100.0, 0, 0, 0, 700.0, 0, 0, 200.0, 100.0, 0, 0, 0, 0, 0, 0]","[9.6, 0, 0, 0, 19.2, 0, 0, 0, 238.44, 0, 0, 67.84, 35.0, 0, 0, 0, 0, 0, 0]"
河北,江苏,"[0, 180.0, 0, 0, 0, 0, 100.0, 0, 400.0, 0, 0, 100.0, 60.0, 0, 0, 0, 0, 0, 0]","[0, 42.0, 0, 0, 0, 0, 30.0, 0, 124.0, 0, 0, 30.0, 20.0, 0, 0, 0, 0, 0, 0]"
河北,湖北,"[0, 0, 0, 0, 100.0, 300.0, 0, 300.0, 100.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 30.0, 90.0, 0, 90.0, 30.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,河南,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,河北,"[6054.0, 2402.0, 3655.0, 2101.0, 240.0, 420.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1674.4, 477.0, 1028.0, 325.0, 34.5, 63.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,陕西,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,广西,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,天津,"[280.0, 0, 101.0, 101.0, 210.0, 0, 0, 100.0, 100.0, 0, 100.0, 0, 0, 0, 0, 0, 0, 0, 0]","[60.0, 0, 44.0, 47.0, 67.5, 0, 0, 30.0, 30.0, 0, 30.0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,四川,"[0, 0, 0, 0, 100.0, 100.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 30.0, 30.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,广东,"[106.0, 0, 1.0, 126.0, 600.0, 300.0, 480.0, 240.0, 240.0, 60.0, 360.0, 0, 0, 0, 0, 0, 0, 0, 0]","[83.086, 0, 31.59, 188.648, 191.058, 158.672, 253.19, 127.664, 127.126, 31.81, 190.0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,上海,"[11.0, 2.0, 4.0, 0, 0, 100.0, 0, 600.0, 2400.0, 3800.0, 3200.0, 4100.0, 1700.0, 0, 0, 0, 0, 0, 0]","[124.57, 60.0, 120.0, 0, 0, 30.0, 0, 208.78, 844.2900000000001, 1352.6599999999999, 1110.76, 1396.0, 575.0, 0, 0, 0, 0, 0, 0]"
河北,云南,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,福建,"[0, 0, 0, 0, 0, 300.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 90.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,贵州,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,宁夏,"[0, 0, 0, 90.0, 120.0, 100.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 27.0, 34.0, 27.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,海南,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,重庆,"[15.0, 0, 24.0, 125.0, 280.0, 300.0, 90.0, 170.0, 0, 180.0, 180.0, 0, 0, 0, 0, 0, 0, 0, 0]","[59.26, 0, 115.634, 157.17, 127.812, 93.998, 47.056, 84.394, 0, 93.736, 95.126, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,山西,"[0, 0, 0, 0, 0, 0, 0, 0, 200.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 66.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,新疆,"[0, 0, 100.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 30.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,吉林,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,湖南,"[0, 0, 0, 120.0, 160.0, 100.0, 200.0, 100.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 40.0, 50.0, 30.0, 60.0, 30.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,辽宁,"[0, 0, 0, 0, 240.0, 0, 100.0, 100.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 80.0, 0, 30.0, 30.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
河北,内蒙古,"[1.0, 1560.0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7.0, 325.0, 0, 3.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
