247816,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
247822,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
247824,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
247884,"(('提货', '陕西,咸阳'), ('卸货', '宁夏,银川'))"
248004,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
248005,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
248610,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
248611,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
248612,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
252821,"(('提货', '陕西,咸阳'), ('卸货', '陕西,咸阳'))"
253678,"(('提货', '陕西,咸阳'), ('卸货', '重庆,重庆'))"
254110,"(('提货', '陕西,咸阳'), ('卸货', '重庆,重庆'))"
254111,"(('提货', '陕西,咸阳'), ('卸货', '重庆,重庆'))"
254285,"(('提货', '陕西,咸阳'), ('卸货', '陕西,汉中'))"
254294,"(('提货', '陕西,咸阳'), ('卸货', '重庆,重庆'))"
254315,"(('提货', '陕西,咸阳'), ('卸货', '重庆,重庆'))"
254316,"(('提货', '陕西,咸阳'), ('卸货', '重庆,重庆'))"
254479,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
254495,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
254528,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
254533,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
254584,"(('提货', '陕西,咸阳'), ('卸货', '陕西,汉中'))"
254680,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
254737,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
254836,"(('提货', '陕西,咸阳'), ('卸货', '陕西,汉中'))"
255021,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
255022,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
255025,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
255135,"(('提货', '陕西,咸阳'), ('卸货', '青海,西宁'))"
255219,"(('提货', '陕西,咸阳'), ('卸货', '重庆,重庆'))"
255686,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
255780,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
255781,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
255783,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
255785,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
255787,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
255795,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
255828,"(('提货', '陕西,咸阳'), ('卸货', '陕西,西安'))"
