247788,"(('提货', '河北,邢台'), ('卸货', '安徽,合肥'))"
247790,"(('提货', '河北,廊坊'), ('卸货', '山东,菏泽'))"
247804,"(('提货', '浙江,宁波'), ('卸货', '浙江,衢州'))"
247806,"(('提货', '浙江,宁波'), ('卸货', '浙江,衢州'))"
247807,"(('提货', '浙江,宁波'), ('卸货', '浙江,宁波'))"
247817,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,马鞍山'))"
247818,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,合肥'))"
247820,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,合肥'))"
247837,"(('提货', '安徽,马鞍山'), ('卸货', '江苏,常州'))"
247841,"(('提货', '安徽,芜湖'), ('卸货', '湖北,武汉'))"
247843,"(('提货', '安徽,芜湖'), ('卸货', '湖北,武汉'))"
247864,"(('提货', '安徽,芜湖'), ('卸货', '安徽,安庆'))"
247885,"(('提货', '安徽,合肥'), ('卸货', '江苏,南京'))"
247919,"(('提货', '安徽,合肥'), ('卸货', '江苏,南京'))"
248008,"(('提货', '浙江,宁波'), ('卸货', '浙江,宁波'))"
248012,"(('提货', '浙江,宁波'), ('卸货', '河南,新乡'))"
248013,"(('提货', '浙江,宁波'), ('卸货', '河南,新乡'))"
248014,"(('提货', '河北,邢台'), ('卸货', '河北,邢台'))"
248015,"(('提货', '河北,邢台'), ('卸货', '河北,邢台'))"
248060,"(('提货', '江苏,苏州'), ('卸货', '江苏,扬州'))"
248068,"(('提货', '安徽,芜湖'), ('卸货', '安徽,合肥'))"
248072,"(('提货', '安徽,马鞍山'), ('卸货', '江苏,常州'))"
248075,"(('提货', '安徽,马鞍山'), ('卸货', '江苏,镇江'))"
248108,"(('提货', '陕西,宝鸡'), ('卸货', '陕西,宝鸡'))"
248125,"(('提货', '安徽,芜湖'), ('卸货', '安徽,芜湖'))"
248152,"(('提货', '安徽,芜湖'), ('卸货', '安徽,芜湖'))"
248195,"(('提货', '浙江,绍兴'), ('卸货', '广西,百色'))"
248244,"(('提货', '河北,邢台'), ('卸货', '河北,邢台'))"
248257,"(('提货', '陕西,宝鸡'), ('卸货', '陕西,宝鸡'))"
248259,"(('提货', '山东,济南'), ('卸货', '山东,泰安'))"
248264,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,芜湖'))"
248266,"(('提货', '安徽,马鞍山'), ('卸货', '江苏,镇江'))"
248433,"(('提货', '宁夏,银川'), ('卸货', '陕西,西安'))"
248434,"(('提货', '宁夏,银川'), ('卸货', '陕西,西安'))"
248445,"(('提货', '河北,邢台'), ('卸货', '河北,邢台'))"
248449,"(('提货', '河北,邢台'), ('卸货', '天津,天津'))"
248450,"(('提货', '河北,邢台'), ('卸货', '河北,唐山'))"
248461,"(('提货', '安徽,合肥'), ('卸货', '江苏,南京'))"
248492,"(('提货', '广东,中山'), ('卸货', '陕西,安康'))"
248493,"(('提货', '广东,中山'), ('卸货', '陕西,西安'))"
248497,"(('提货', '安徽,合肥'), ('卸货', '江苏,南京'))"
248498,"(('提货', '安徽,合肥'), ('卸货', '江苏,南京'))"
248540,"(('提货', '河北,邢台'), ('卸货', '河北,邢台'))"
248542,"(('提货', '河北,邢台'), ('卸货', '河北,廊坊'))"
248546,"(('提货', '福建,泉州'), ('卸货', '四川,成都'))"
248547,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,合肥'))"
248571,"(('提货', '山东,济南'), ('卸货', '山东,济宁'))"
248596,"(('提货', '河北,衡水'), ('卸货', '天津,天津'))"
248705,"(('提货', '安徽,芜湖'), ('卸货', '安徽,芜湖'))"
248707,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,马鞍山'))"
248711,"(('提货', '安徽,马鞍山'), ('卸货', '江苏,常州'))"
248712,"(('提货', '宁夏,银川'), ('卸货', '陕西,西安'))"
248714,"(('提货', '宁夏,银川'), ('卸货', '陕西,西安'))"
248717,"(('提货', '浙江,宁波'), ('卸货', '浙江,宁波'))"
248735,"(('提货', '河北,廊坊'), ('卸货', '广东,惠州'))"
248739,"(('提货', '陕西,宝鸡'), ('卸货', '陕西,宝鸡'))"
248754,"(('提货', '江苏,苏州'), ('卸货', '河北,唐山'))"
248756,"(('提货', '江苏,苏州'), ('卸货', '河北,唐山'))"
248758,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,合肥'))"
248761,"(('提货', '宁夏,银川'), ('卸货', '陕西,西安'))"
248762,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,合肥'))"
248763,"(('提货', '重庆,重庆'), ('卸货', '四川,成都'))"
248764,"(('提货', '重庆,重庆'), ('卸货', '四川,成都'))"
248780,"(('提货', '安徽,芜湖'), ('卸货', '安徽,芜湖'))"
248800,"(('提货', '河北,邢台'), ('卸货', '河北,廊坊'))"
248808,"(('提货', '安徽,芜湖'), ('卸货', '湖北,武汉'))"
248817,"(('提货', '山东,济南'), ('卸货', '山东,菏泽'))"
248818,"(('提货', '福建,泉州'), ('卸货', '四川,成都'))"
248830,"(('提货', '江苏,苏州'), ('卸货', '河北,唐山'))"
248831,"(('提货', '江苏,苏州'), ('卸货', '河北,唐山'))"
248853,"(('提货', '安徽,合肥'), ('卸货', '上海,上海'))"
248865,"(('提货', '山东,济南'), ('卸货', '山东,济宁'))"
248897,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,芜湖'))"
248932,"(('提货', '安徽,马鞍山'), ('卸货', '江苏,常州'))"
248956,"(('提货', '安徽,马鞍山'), ('卸货', '江苏,常州'))"
248958,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,合肥'))"
248963,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,芜湖'))"
248965,"(('提货', '安徽,马鞍山'), ('卸货', '浙江,嘉兴'))"
248971,"(('提货', '安徽,马鞍山'), ('卸货', '浙江,嘉兴'))"
248972,"(('提货', '安徽,马鞍山'), ('卸货', '浙江,嘉兴'))"
248976,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,马鞍山'))"
248979,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,合肥'))"
248982,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,合肥'))"
248986,"(('提货', '安徽,马鞍山'), ('卸货', '江苏,镇江'))"
249053,"(('提货', '安徽,马鞍山'), ('卸货', '江苏,常州'))"
249062,"(('提货', '安徽,合肥'), ('卸货', '江苏,南京'))"
249068,"(('提货', '四川,成都'), ('卸货', '云南,昆明'))"
249079,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,芜湖'))"
249081,"(('提货', '山东,济南'), ('卸货', '河南,郑州'))"
249100,"(('提货', '广东,中山'), ('卸货', '陕西,西安'))"
249105,"(('提货', '安徽,芜湖'), ('卸货', '上海,上海'))"
249125,"(('提货', '安徽,合肥'), ('卸货', '江苏,南京'))"
249127,"(('提货', '广东,中山'), ('卸货', '安徽,合肥'))"
249171,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,合肥'))"
249172,"(('提货', '安徽,马鞍山'), ('卸货', '江苏,常州'))"
249173,"(('提货', '河北,邢台'), ('卸货', '河北,邢台'))"
249174,"(('提货', '河北,邢台'), ('卸货', '河北,邢台'))"
249219,"(('提货', '山东,济南'), ('卸货', '山东,济宁'))"
249221,"(('提货', '山东,济南'), ('卸货', '山东,济宁'))"
249222,"(('提货', '浙江,宁波'), ('卸货', '福建,宁德'))"
249223,"(('提货', '浙江,宁波'), ('卸货', '浙江,宁波'))"
249224,"(('提货', '广东,中山'), ('卸货', '陕西,安康'))"
249232,"(('提货', '江西,宜春'), ('卸货', '福建,泉州'))"
249240,"(('提货', '安徽,芜湖'), ('卸货', '江苏,苏州'))"
249241,"(('提货', '安徽,马鞍山'), ('卸货', '浙江,嘉兴'))"
249242,"(('提货', '安徽,马鞍山'), ('卸货', '江苏,常州'))"
249243,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,芜湖'))"
249294,"(('提货', '安徽,马鞍山'), ('卸货', '江苏,常州'))"
249295,"(('提货', '陕西,宝鸡'), ('卸货', '陕西,宝鸡'))"
249366,"(('提货', '天津,天津'), ('卸货', '天津,天津'))"
249367,"(('提货', '天津,天津'), ('卸货', '天津,天津'))"
249369,"(('提货', '重庆,重庆'), ('卸货', '四川,成都'))"
249370,"(('提货', '重庆,重庆'), ('卸货', '四川,成都'))"
249373,"(('提货', '山东,济南'), ('卸货', '山东,菏泽'))"
249419,"(('提货', '江苏,苏州'), ('卸货', '浙江,衢州'))"
249435,"(('提货', '安徽,芜湖'), ('卸货', '江苏,苏州'))"
249451,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,芜湖'))"
249469,"(('提货', '天津,天津'), ('卸货', '浙江,宁波'))"
249500,"(('提货', '上海,上海'), ('卸货', '安徽,芜湖'))"
249526,"(('提货', '四川,成都'), ('卸货', '贵州,贵阳'))"
249572,"(('提货', '河北,邢台'), ('卸货', '河北,邢台'))"
249614,"(('提货', '四川,成都'), ('卸货', '广西,南宁'))"
249719,"(('提货', '上海,上海'), ('卸货', '江苏,苏州'))"
250172,"(('提货', '河北,邢台'), ('卸货', '河北,邢台'))"
250175,"(('提货', '河北,邢台'), ('卸货', '河北,邢台'))"
250181,"(('提货', '安徽,芜湖'), ('卸货', '安徽,芜湖'))"
250191,"(('提货', '山东,济南'), ('卸货', '山东,泰安'))"
250195,"(('提货', '安徽,马鞍山'), ('卸货', '江苏,常州'))"
250197,"(('提货', '安徽,马鞍山'), ('卸货', '江苏,常州'))"
250207,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,芜湖'))"
250210,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,合肥'))"
250211,"(('提货', '浙江,宁波'), ('卸货', '浙江,宁波'))"
250274,"(('提货', '河北,邢台'), ('卸货', '河北,邢台'))"
250359,"(('提货', '重庆,重庆'), ('卸货', '四川,成都'))"
250385,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,芜湖'))"
250386,"(('提货', '安徽,马鞍山'), ('卸货', '安徽,芜湖'))"
250447,"(('提货', '黑龙江,哈尔滨'), ('卸货', '上海,上海'))"
250485,"(('提货', '浙江,绍兴'), ('卸货', '河南,安阳'))"
250486,"(('提货', '浙江,绍兴'), ('卸货', '河南,安阳'))"
250569,"(('提货', '天津,天津'), ('卸货', '天津,天津'))"
250570,"(('提货', '天津,天津'), ('卸货', '天津,天津'))"
250578,"(('提货', '山东,济南'), ('卸货', '山东,泰安'))"
250584,"(('提货', '山东,济南'), ('卸货', '山东,济宁'))"
250600,"(('提货', '浙江,绍兴'), ('卸货', '广东,云浮'))"
250685,"(('提货', '陕西,宝鸡'), ('卸货', '陕西,宝鸡'))"
250686,"(('提货', '山东,济南'), ('卸货', '河北,邢台'))"
250693,"(('提货', '陕西,宝鸡'), ('卸货', '陕西,宝鸡'))"
250708,"(('提货', '安徽,马鞍山'), ('卸货', '浙江,嘉兴'))"
250863,"(('提货', '宁夏,银川'), ('卸货', '陕西,安康'))"
250876,"(('提货', '四川,成都'), ('卸货', '云南,昆明'))"
250881,"(('提货', '宁夏,银川'), ('卸货', '陕西,西安'))"
250887,"(('提货', '宁夏,银川'), ('卸货', '陕西,西安'))"
