24656,周BX**X2,17.50,厢车,120.00,45.00
24657,周BX**X11,17.50,敞车,50.00,30.00
24658,周X0**00,17.50,敞车,180.00,50.00
24659,月E3**72,17.50,厢车,140.00,30.00
24660,周A5**45,17.50,厢车,140.00,33.00
24661,周B2**55,8.60,厢车,50.00,25.00
24662,周BA**89,4.20,敞车,14.00,1.75
24663,周B1**27,6.80,敞车,24.00,12.00
24664,周B5**78,6.80,敞车,60.00,10.00
24665,周G2**50,6.80,敞车,30.00,13.00
24666,月E1**11,6.80,厢车,25.00,5.00
24667,周B1**32,6.80,敞车,32.00,10.00
24668,周E1**98,6.80,敞车,54.00,10.00
24669,周B4**45,8.60,高栏,12.00,15.00
24670,周E1**88,6.20,敞车,22.00,8.00
24671,和BE**10,13.00,厢车,70.00,30.00
24672,周B0**32,5.20,敞车,6.00,4.00
24673,周B5**70,6.80,敞车,40.00,10.00
24674,周B5**63,6.20,敞车,35.00,8.00
24675,周BY**6R,9.60,厢车,39.00,1.00
24676,周B1**29,6.80,高栏,62.00,12.00
24677,周B6**96,13.00,高栏,300.00,300.00
24678,下AL**06,6.20,敞车,60.00,10.00
24679,七BK**34,4.20,敞车,1.00,1.00
24680,日K3**07,4.20,厢车,5.00,12.00
24681,周AA**55,,,,
24682,周A0**39,9.60,厢车,60.00,15.00
24683,周SL**42,,,,
24684,周KY**31,17.50,敞车,170.00,50.00
24685,工HB**39,13.00,高栏,70.00,38.00
24686,周A7**66,17.50,厢车,115.00,35.00
24687,左DB**63,17.50,厢车,110.00,33.00
24688,左DA**63,17.50,厢车,110.00,33.00
24689,成B8**51,17.50,厢车,120.00,50.00
24690,下AR**21,9.60,高栏,55.00,28.00
24691,周BS**22,13.00,高栏,70.00,35.00
24692,月NB**15,13.00,敞车,70.00,40.00
24693,秒FA**17,,,,
24694,秒CQ**63,9.60,高栏,55.00,28.00
24695,七EB**29,9.60,高栏,55.00,28.00
24696,周C3**99,17.50,敞车,120.00,35.00
24697,工VM**53,,,,
24698,工PD**38,,,,
24699,下AH**99,9.60,高栏,60.00,32.00
24700,下J1**66,13.00,高栏,75.00,38.00
24701,下AK**90,,,,
24702,下H0**82,13.00,高栏,80.00,38.00
24703,下AL**82,9.60,高栏,60.00,25.00
24704,下AR**16,,,,
24705,下AQ**57,,,,
24706,下AR**01,9.60,高栏,60.00,27.00
24707,立BA**88,9.60,厢车,80.00,15.00
24708,下M1**61,9.60,厢车,50.00,13.00
24709,下AL**60,9.60,高栏,60.00,30.00
24710,年AP**75,17.50,厢车,130.00,30.00
24711,年AM**90,17.50,厢车,132.00,55.00
24712,工BW**66,17.50,厢车,132.00,55.00
24713,年AE**95,17.50,厢车,132.00,55.00
24714,年AJ**75,17.50,厢车,132.00,55.00
24715,年AD**52,17.50,厢车,132.00,55.00
24716,年AH**52,17.50,厢车,132.00,55.00
24717,年AE**59,17.50,厢车,132.00,55.00
24718,年AM**75,17.50,厢车,132.00,55.00
24719,年AJ**45,17.50,厢车,132.00,55.00
24720,年A8**38,17.50,厢车,110.00,55.00
24721,工BW**18,17.50,厢车,132.00,55.00
24722,年AD**20,17.50,厢车,132.00,55.00
24723,年AJ**92,17.50,厢车,128.00,55.00
24724,年BQ**03,17.50,厢车,132.00,55.00
24725,年AP**12,17.50,厢车,132.00,55.00
24726,年AD**62,17.50,厢车,132.00,55.00
24727,年AN**51,17.50,厢车,132.00,55.00
24728,年AP**18,17.50,厢车,132.00,55.00
24729,年A8**61,17.50,厢车,132.00,55.00
24730,年AJ**93,17.50,厢车,132.00,55.00
24731,年AE**53,17.50,厢车,132.00,55.00
24732,和BL**86,17.50,厢车,132.00,55.00
24733,年AP**28,17.50,厢车,132.00,55.00
24734,年AP**09,17.50,厢车,132.00,55.00
24735,年AN**55,17.50,厢车,132.00,55.00
24736,和BL**00,17.50,厢车,132.00,55.00
24737,年AE**78,17.50,厢车,129.00,55.00
24738,年AP**36,17.50,厢车,132.00,55.00
24739,年AE**15,17.50,厢车,132.00,55.00
24740,年AM**23,17.50,厢车,132.00,55.00
24741,年AP**07,17.50,厢车,132.00,55.00
24742,年AN**68,17.50,厢车,132.00,55.00
24743,年AJ**95,17.50,厢车,130.00,55.00
24744,年BZ**61,17.50,厢车,132.00,55.00
24745,年AE**42,17.50,厢车,132.00,55.00
24746,年AJ**53,17.50,厢车,132.00,55.00
24747,年AP**82,17.50,厢车,132.00,55.00
24748,年AE**35,17.50,厢车,132.00,55.00
24749,和D7**29,17.50,厢车,132.00,55.00
24750,年AP**01,17.50,厢车,132.00,55.00
24751,年AJ**66,17.50,厢车,132.00,55.00
24752,年AJ**68,17.50,厢车,132.00,55.00
24753,年AJ**69,17.50,厢车,132.00,55.00
24754,立BR**93,9.60,高栏,60.00,9.00
24755,周B1**19,9.60,敞车,110.00,35.00
24756,秒CJ**68,9.60,高栏,60.00,26.00
24757,年AM**56,17.50,厢车,135.00,30.00
24758,周YB**00,17.50,厢车,180.00,30.00
24759,工AR**75,9.60,厢车,60.00,15.00
24760,工AE**52,9.60,厢车,54.00,15.00
24761,工NB**78,17.50,厢车,65.00,20.00
24762,工AE**72,9.60,厢车,60.00,15.00
24763,工AR**61,9.60,厢车,60.00,15.00
24764,工AR**56,9.60,厢车,60.00,15.00
24765,工AJ**97,9.60,厢车,60.00,15.00
24766,工AJ**71,9.60,厢车,60.00,15.00
24767,工AJ**79,7.20,厢车,60.00,15.00
24768,工AJ**76,7.20,厢车,39.00,10.00
24769,工AD**67,,,,
24770,工BX**79,9.60,厢车,55.00,9.80
24771,工RF**01,6.80,高栏,40.00,15.00
24772,工HK**46,4.20,厢车,1.00,1.00
24773,工HK**49,4.20,敞车,100.00,100.00
24774,工AJ**95,9.60,高栏,55.00,20.00
24775,南A8**88,13.00,高栏,70.00,40.00
24776,工M3**51,9.60,高栏,55.00,20.00
24777,工BX**18,9.60,厢车,55.00,20.00
24778,工HB**81,9.60,高栏,55.00,20.00
24779,工Q4**39,9.60,高栏,80.00,24.00
24780,工AD**38,6.80,高栏,40.00,13.00
24781,工AJ**66,9.60,厢车,55.00,15.00
24782,工AJ**22,6.80,高栏,40.00,9.00
24783,工AJ**89,6.80,高栏,33.00,12.00
24784,工AJ**53,6.80,高栏,35.00,10.00
24785,工AE**98,9.60,厢车,55.00,15.00
24786,工AJ**67,6.80,高栏,35.00,13.00
24787,工HG**30,6.80,高栏,40.00,13.00
24788,周B2**60,17.50,敞车,200.00,45.00
24789,年X4**06,9.60,厢车,70.00,10.00
24790,周AB**34,7.20,高栏,60.00,40.00
24791,周B2**55,9.60,敞车,70.00,30.00
24792,周B4**23,9.60,敞车,60.00,15.00
24793,工AE**73,9.60,高栏,55.00,20.00
24794,周B1**47,9.60,敞车,60.00,25.00
24795,工GR**97,9.60,高栏,55.00,25.00
24796,工AF**05,9.60,高栏,55.00,25.00
24797,西EH**28,,,,
24798,下AL**28,9.60,高栏,60.00,25.00
24799,西EH**28,9.60,高栏,55.00,15.00
24800,时AX**62,,,,
24801,下A8**28,,,,
24802,周B2**00,9.60,敞车,53.00,20.00
24803,立B8**62,9.60,厢车,62.00,9.00
24804,工D3**45,17.50,高栏,170.00,35.00
24805,立BP**53,9.60,高栏,62.00,9.00
24806,立BD**09,6.80,厢车,30.00,5.00
24807,立BD**68,9.60,高栏,62.00,9.00
24808,西EB**65,17.50,敞车,160.00,49.00
24809,农N8**97,17.50,敞车,180.00,55.00
24810,年AM**90,,,,
24811,年T4**39,7.20,厢车,40.00,6.99
24812,年T3**98,7.20,厢车,40.00,10.00
24813,工AJ**53,6.80,高栏,35.00,13.00
24814,工QV**69,9.60,厢车,55.00,15.00
24815,工Q5**0J,9.60,高栏,55.00,25.00
24816,工H9**22,,,,
24817,工Q7**0W,6.80,高栏,40.00,13.00
24818,工AE**52,6.80,厢车,35.00,10.00
24819,工AJ**50,6.80,高栏,38.00,13.00
24820,工N3**27,9.60,高栏,55.00,15.00
24821,工K8**51,13.00,厢车,60.00,20.00
24822,立BU**93,13.00,高栏,70.00,37.00
24823,民M5**76,9.60,高栏,51.00,30.00
24824,工AJ**13,6.80,高栏,35.00,10.00
24825,工HG**12,6.80,厢车,38.00,13.00
24826,时F6**28,4.20,敞车,20.00,20.00
24827,工Q5**77,9.60,高栏,55.00,25.00
24828,立BP**61,5.20,高栏,20.00,11.50
24829,年X3**58,7.20,厢车,40.00,7.00
24830,工AD**02,6.80,高栏,40.00,12.00
24831,工D8**70,6.80,高栏,35.00,12.00
24832,工HB**51,9.60,高栏,55.00,30.00
24833,工HP**51,13.00,高栏,55.00,33.00
24834,工P6**77,9.60,高栏,55.00,30.00
24835,周B2**32,9.60,敞车,60.00,30.00
24836,工AE**18,6.80,高栏,30.00,13.00
24837,周B4**12,9.60,敞车,60.00,30.00
24838,周B2**17,9.60,敞车,60.00,20.00
24839,月CN**17,13.00,高栏,70.00,40.00
24840,工Q7**68,6.80,高栏,30.00,13.00
24841,工AJ**68,6.80,高栏,38.00,13.00
24842,周C5**62,17.50,敞车,100.00,40.00
24843,周B2**63,6.80,敞车,50.00,25.00
24844,秒CR**77,13.00,敞车,195.00,40.00
24845,工D7**93,6.80,高栏,35.00,13.00
24846,民AB**03,8.60,高栏,50.00,20.00
24847,周F0**79,17.50,敞车,300.00,35.00
24848,西JG**06,17.50,敞车,150.00,40.00
24849,月CB**10,7.20,厢车,55.00,20.00
24850,工AJ**73,9.60,高栏,52.00,20.00
24851,秒CG**28,,,,
24852,月NG**50,9.60,敞车,55.00,20.00
24853,周B2**80,6.80,敞车,40.00,12.00
24854,周B2**61,9.60,敞车,55.00,20.00
24855,周B2**36,9.60,敞车,50.00,20.00
24856,周B2**19,9.60,敞车,58.00,20.00
24857,工A0**GF,4.20,高栏,15.00,5.00
24858,工AJ**77,8.60,高栏,55.00,18.00
24859,工Q5**9J,6.80,高栏,40.00,12.00
24860,工AD**91,6.80,高栏,55.00,13.00
24861,周B2**48,9.60,敞车,60.00,25.00
24862,工A0**BR,4.20,厢车,14.00,5.00
24863,和DE**95,9.60,厢车,60.00,14.00
24864,和DH**22,9.60,厢车,60.00,18.00
24865,民A5**04,8.60,高栏,60.00,22.00
24866,民H4**39,6.80,高栏,50.00,20.00
24867,月CC**81,9.60,敞车,59.00,19.00
24868,年AT**47,4.20,厢车,15.00,7.00
24869,工AC**15,6.80,高栏,38.00,13.00
24870,月CX**21,6.80,高栏,35.00,13.00
24871,七F6**33,17.50,厢车,150.00,75.00
24872,年BB**36,17.50,厢车,120.00,35.00
24873,周B2**80,9.60,敞车,61.00,20.00
24874,工Q3**2H,6.80,高栏,35.00,13.00
24875,周B2**95,6.80,厢车,55.00,25.00
24876,民B5**96,9.60,高栏,60.00,22.00
24877,七F6**95,6.80,厢车,50.00,20.00
24878,民M3**16,13.00,高栏,80.00,40.00
24879,秒CK**17,,,,
24880,华AR**29,,,,
24881,月CB**87,6.80,高栏,13.00,35.00
24882,民B3**82,8.60,高栏,50.00,30.00
24883,日J5**58,13.00,敞车,70.00,60.00
24884,周B2**31,9.60,敞车,50.00,15.00
24885,工DZ**33,9.60,高栏,60.00,25.00
24886,民H3**71,9.60,高栏,60.00,15.00
24887,民AA**88,6.80,高栏,50.00,20.00
24888,周E1**97,13.00,敞车,100.00,40.00
24889,周M6**78,17.50,敞车,180.00,45.00
24890,工RE**61,9.60,高栏,60.00,15.00
24891,周M6**57,13.00,敞车,80.00,80.00
24892,时G3**61,9.60,高栏,58.00,16.00
24893,周M6**70,13.00,敞车,75.00,50.00
24894,周M6**10,13.00,敞车,75.00,50.00
24895,月CB**95,,,,
24896,工A9**29,,,,
24897,周L6**90,9.60,高栏,60.00,25.00
24898,右D8**65,17.50,敞车,170.00,37.00
24899,周M6**79,13.00,敞车,75.00,50.00
24900,七A1**38,9.60,厢车,65.00,35.00
24901,七F6**11,6.80,厢车,50.00,20.00
24902,年A1**45,6.80,高栏,12.00,15.00
24903,工PD**82,17.50,厢车,170.00,30.00
24904,年H1**73,6.80,厢车,30.00,10.00
24905,工RE**08,,,,
24906,年T4**86,6.80,厢车,30.00,10.00
24907,西FF**54,6.80,厢车,30.00,10.00
24908,年AL**05,6.80,厢车,38.00,7.40
24909,工H7**70,17.50,敞车,180.00,40.00
24910,工Q6**6G,9.60,敞车,60.00,25.00
24911,农LE**60,17.50,敞车,180.00,55.00
24912,时J6**88,17.50,敞车,180.00,55.00
24913,工A9**72,6.20,高栏,35.00,14.00
24914,工AJ**91,9.60,高栏,60.00,25.00
24915,工HA**99,13.00,高栏,89.00,31.00
24916,工A4**72,9.60,敞车,55.00,15.00
24917,上GA**66,17.50,敞车,170.00,37.00
24918,工AD**01,9.60,高栏,60.00,25.00
24919,年A1**90,4.20,厢车,18.00,8.00
24920,民M5**55,9.60,高栏,55.00,18.00
24921,工R6**25,,,,
24922,工AJ**08,13.00,高栏,70.00,35.00
24923,周B2**61,9.60,敞车,50.00,20.00
24924,工P0**19,17.50,厢车,90.00,36.00
24925,西A6**6V,13.00,高栏,70.00,50.00
24926,民B6**29,9.60,高栏,60.00,15.00
24927,下F1**07,,,,
24928,年T3**84,7.20,厢车,40.00,8.00
24929,周L3**73,17.50,敞车,180.00,35.00
24930,工H7**01,17.50,敞车,170.00,35.00
24931,周E1**11,9.60,敞车,60.00,20.00
24932,民KB**75,13.00,高栏,70.00,30.00
24933,民KA**15,8.60,高栏,40.00,20.00
24934,西BS**76,17.50,敞车,180.00,35.00
24935,周B2**90,9.60,敞车,60.00,15.00
24936,民KA**62,6.80,高栏,40.00,13.00
24937,西AK**11,13.00,高栏,80.00,30.00
24938,工H7**79,17.50,敞车,150.00,40.00
24939,周B2**43,9.60,敞车,55.00,20.00
24940,周B2**85,9.60,敞车,55.00,25.00
24941,年A1**72,4.20,厢车,18.50,8.50
24942,右V0**83,17.50,敞车,170.00,35.00
24943,东AF**82,9.60,高栏,70.00,30.00
24944,民M6**88,9.60,高栏,60.00,30.00
24945,右AQ**18,17.50,厢车,140.00,27.00
24946,年JW**33,7.20,高栏,30.00,5.00
24947,年J4**51,9.60,厢车,45.00,20.00
24948,周B2**68,9.60,敞车,60.00,25.00
24949,周M6**99,13.00,敞车,75.00,50.00
24950,年AR**24,,,,
24951,周B2**67,13.00,高栏,60.00,25.00
24952,周M6**69,13.00,敞车,75.00,50.00
24953,周M6**03,13.00,敞车,75.00,50.00
24954,民B8**02,13.00,高栏,70.00,35.00
24955,年Z1**45,4.20,高栏,5.00,10.00
24956,月C1**27,13.00,敞车,70.00,55.00
24957,工HW**51,17.50,敞车,160.00,35.00
24958,周C9**37,13.00,敞车,75.00,50.00
24959,工NA**77,17.50,厢车,128.00,35.00
24960,周C3**61,13.00,敞车,70.00,45.00
24961,月A7**83,6.80,厢车,10.00,10.00
24962,周KH**79,13.00,敞车,75.00,50.00
24963,秒C4**97,9.60,高栏,50.00,15.00
24964,工GK**67,6.80,高栏,40.00,13.00
24965,工RC**36,9.60,高栏,40.00,18.00
24966,工AJ**73,9.60,高栏,52.00,18.00
24967,工QF**37,9.60,厢车,52.00,17.00
24968,工A9**98,9.60,高栏,56.00,30.00
24969,工RF**35,7.20,厢车,39.00,13.00
24970,工D9**67,6.80,厢车,40.00,10.00
24971,周C7**75,13.00,敞车,120.00,30.00
24972,工Q3**0J,6.80,高栏,40.00,13.00
24973,工G1**70,6.80,高栏,40.00,13.00
24974,工Q8**51,9.60,高栏,55.00,28.00
24975,西A7**6U,13.00,高栏,70.00,30.00
24976,华A0**34,13.00,高栏,90.00,45.00
24977,西JS**53,13.00,高栏,70.00,30.00
24978,工AJ**28,6.80,高栏,40.00,10.00
24979,工N3**37,13.00,高栏,80.00,38.00
24980,民B3**10,13.00,高栏,80.00,30.00
24981,工QV**15,13.00,高栏,70.00,38.00
24982,西JR**39,17.50,敞车,150.00,30.00
24983,民A7**02,6.80,高栏,40.00,12.00
24984,周M6**69,13.00,敞车,100.00,40.00
24985,工RH**10,,,,
24986,工Q7**77,,,,
24987,西C3**58,13.00,高栏,110.00,39.00
24988,工AS**60,9.60,高栏,58.00,27.00
24989,民B4**52,8.60,高栏,50.00,15.00
24990,工P0**16,,,,
24991,右D9**38,17.50,敞车,120.00,30.00
24992,工D3**37,,,,
24993,西BW**32,13.00,高栏,90.00,39.00
24994,周B1**31,9.60,高栏,55.00,20.00
24995,工D1**86,13.00,高栏,70.00,40.00
24996,周M6**12,6.80,高栏,40.00,10.00
24997,月AH**31,9.60,厢车,60.00,15.00
24998,时J7**90,,,,
24999,工P8**26,,,,
25000,工AJ**36,6.80,高栏,45.00,15.00
25001,工Q2**3J,,,,
25002,工HP**76,13.00,高栏,90.00,40.00
25003,东AW**8F,7.20,高栏,35.00,6.00
25004,民B3**73,8.60,高栏,60.00,30.00
25005,工P9**89,17.50,厢车,120.00,30.00
25006,民A5**70,8.60,高栏,60.00,30.00
25007,工PA**23,,,,
25008,工RC**81,,,,
25009,工RA**06,,,,
25010,右AQ**11,17.50,厢车,125.00,25.00
25011,民H4**47,6.80,高栏,40.00,10.00
25012,工G8**13,17.50,敞车,160.00,35.00
25013,民D5**48,9.60,高栏,60.00,30.00
25014,西JE**99,17.50,敞车,150.00,35.00
25015,右V0**11,17.50,敞车,150.00,35.00
25016,民H2**19,9.60,高栏,70.00,20.00
25017,民A8**76,6.80,高栏,50.00,15.00
25018,民M6**76,9.60,高栏,60.00,19.00
25019,农L4**96,17.50,敞车,180.00,55.00
25020,工HW**31,9.60,高栏,40.00,18.00
25021,时N1**00,9.60,高栏,60.00,30.00
25022,工RC**39,6.80,高栏,40.00,13.00
25023,和BE**92,13.00,厢车,70.00,30.00
25024,工RE**96,6.80,高栏,40.00,15.00
25025,周B2**35,9.60,敞车,50.00,15.00
25026,月EJ**B7,4.20,厢车,12.00,2.00
25027,工Q7**05,,,,
25028,工AG**56,,,,
25029,工RH**95,4.20,敞车,10.00,10.00
25030,工D7**33,9.60,高栏,60.00,26.00
25031,工D1**31,,,,
25032,月EQ**20,4.20,厢车,4.00,1.00
25033,工RG**27,6.80,高栏,30.00,15.00
25034,周KJ**21,13.00,敞车,80.00,40.00
25035,民B7**68,6.80,高栏,50.00,15.00
25036,民AA**38,13.00,高栏,80.00,30.00
25037,年BS**98,17.50,高栏,12.00,35.00
25038,年H1**69,9.60,敞车,30.00,15.00
25039,和D6**59,17.50,厢车,120.00,28.00
25040,月CA**02,9.60,敞车,60.00,20.00
25041,周M6**11,13.00,敞车,75.00,50.00
25042,右V0**39,17.50,敞车,150.00,35.00
25043,民KA**95,13.00,高栏,70.00,40.00
25044,工Q6**9G,9.60,高栏,60.00,30.00
25045,和DE**66,7.20,厢车,35.00,8.00
25046,月ER**06,6.80,厢车,35.00,5.00
25047,工Q4**0J,,,,
25048,工BY**51,17.50,敞车,180.00,55.00
25049,西HN**26,6.80,高栏,40.00,10.00
25050,工DG**70,9.60,高栏,60.00,25.00
25051,工A9**33,6.20,高栏,25.00,10.00
25052,工AR**67,9.60,高栏,60.00,30.00
25053,工NA**55,17.50,厢车,110.00,40.00
25054,周AA**19,9.60,厢车,58.00,15.00
25055,工PA**05,17.50,厢车,90.00,40.00
25056,工RK**23,6.80,高栏,50.00,14.00
25057,周C9**91,17.50,敞车,120.00,35.00
25058,工HE**68,9.60,高栏,60.00,31.00
25059,西BZ**69,17.50,敞车,170.00,35.00
25060,工RC**63,17.50,厢车,130.00,30.00
25061,工NA**5B,17.50,厢车,110.00,40.00
25062,周A1**11,4.20,敞车,100.00,50.00
25063,周L3**17,17.50,敞车,170.00,35.00
25064,周B1**28,6.80,敞车,50.00,16.00
25065,月AJ**98,9.60,厢车,60.00,15.00
25066,周NH**26,13.00,敞车,100.00,100.00
25067,下F2**33,17.50,敞车,150.00,35.00
25068,右D9**36,,,,
25069,民B3**42,8.60,高栏,50.00,12.00
25070,民AA**33,6.80,高栏,50.00,10.00
25071,周AA**75,9.60,厢车,45.00,15.00
25072,工M9**85,,,,
25073,工M2**53,8.60,高栏,53.00,15.00
25074,工RC**29,9.60,高栏,60.00,30.00
25075,工HW**93,,,,
25076,月CB**00,,,,
25077,周B1**91,4.20,敞车,140.00,30.00
25078,民AA**99,6.80,高栏,50.00,10.00
25079,工H7**27,17.50,敞车,170.00,35.00
25080,和DH**76,17.50,厢车,153.00,32.00
25081,周B2**67,9.60,敞车,70.00,20.00
25082,周B2**85,9.60,敞车,50.00,30.00
25083,民AB**59,8.60,高栏,60.00,18.00
25084,周L8**86,6.80,高栏,40.00,10.00
25085,工PA**73,17.50,敞车,170.00,55.00
25086,民D4**61,9.60,高栏,70.00,30.00
25087,工M8**85,17.50,敞车,170.00,35.00
25088,周B2**02,9.60,敞车,20.00,20.00
25089,民KN**66,8.60,高栏,50.00,15.00
25090,西AX**62,17.50,敞车,170.00,35.00
25091,右D9**11,17.50,敞车,140.00,30.00
25092,西JT**02,13.00,高栏,80.00,30.00
25093,和DH**49,17.50,厢车,120.00,30.00
25094,月E6**11,5.20,厢车,25.00,3.00
25095,时PD**22,13.00,厢车,70.00,20.00
25096,年JA**56,4.20,高栏,5.00,0.80
25097,和AH**09,4.20,厢车,10.00,2.00
25098,工Q8**8N,6.80,高栏,30.00,15.00
25099,时F6**77,9.60,高栏,70.00,30.00
25100,时F0**88,9.60,高栏,70.00,30.00
25101,年JZ**68,4.20,厢车,17.00,6.00
